Country,ISO3,Country of Origin,ISO3 of Origin,Population type,Source,Date,Individuals
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",07/07/2024,85451
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",12/07/2024,87378
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",19/07/2024,89907
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",26/07/2024,90542
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",02/08/2024,91634
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",02/08/2024,98768
Uganda,UGA,Sudan,SDN,Refugees,"Office of the Prime Minister, UNHCR, Government",02/08/2024,136646
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",10/08/2024,100223
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",16/08/2024,101225
Uganda,UGA,Sudan,SDN,Refugees,"Office of the Prime Minister, UNHCR, Government",16/08/2024,101225
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",25/08/2024,102436
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/08/2024,103611
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/08/2024,108687
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",08/09/2024,109499
Uganda,UGA,Sudan,SDN,Refugees,"Office of the Prime Minister, UNHCR, Government",10/11/2024,120786
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",10/11/2024,120786
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",18/11/2024,121575
Uganda,UGA,Sudan,SDN,Refugees,"Office of the Prime Minister, UNHCR, Government",18/11/2024,121575
Uganda,UGA,Sudan,SDN,Refugees,"Office of the Prime Minister, UNHCR, Government",30/11/2024,124370
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",30/11/2024,124370
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",22/12/2024,124400
Uganda,UGA,Sudan,SDN,Refugees,"Office of the Prime Minister, UNHCR, Government",22/12/2024,124400
Uganda,UGA,Sudan,SDN,Refugees,"Office of the Prime Minister, UNHCR, Government",29/12/2024,124466
Uganda,UGA,Sudan,SDN,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",29/12/2024,124466
Zambia,ZMB,Burundi,BDI,Refugees,"UNHCR, Government",30/06/2024,13057
Zambia,ZMB,Burundi,BDI,Refugees,"UNHCR, Government",31/07/2024,13396
Zambia,ZMB,Burundi,BDI,Refugees,"UNHCR, Government",01/10/2024,14045
Zambia,ZMB,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/06/2024,65152
Zambia,ZMB,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/07/2024,65956
Zambia,ZMB,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",01/10/2024,67096
Zambia,ZMB,Others,,Refugees,"UNHCR, Government",30/06/2024,1218
Zambia,ZMB,Others,,Refugees,"UNHCR, Government",31/07/2024,1273
Zambia,ZMB,Others,,Refugees,"UNHCR, Government",01/10/2024,1317
Zambia,ZMB,Rwanda,RWA,Refugees,"UNHCR, Government",30/06/2024,949
Zambia,ZMB,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",31/07/2024,953
Zambia,ZMB,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",01/10/2024,985
Zambia,ZMB,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",30/06/2024,4612
Zambia,ZMB,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",31/07/2024,4729
Zambia,ZMB,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",01/10/2024,4924
Zimbabwe,ZWE,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",31/05/2024,790
Zimbabwe,ZWE,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",30/06/2024,780
Zimbabwe,ZWE,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",30/09/2024,784
Zimbabwe,ZWE,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",31/10/2024,782
Zimbabwe,ZWE,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",30/11/2024,777
Zimbabwe,ZWE,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",31/05/2024,8401
Zimbabwe,ZWE,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",30/06/2024,8405
Zimbabwe,ZWE,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",30/09/2024,8437
Zimbabwe,ZWE,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",31/10/2024,8450
Zimbabwe,ZWE,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",30/11/2024,8453
Zimbabwe,ZWE,Others,,Refugees,"UNHCR, Government",31/05/2024,12461
Zimbabwe,ZWE,Others,,Refugees,"UNHCR, Government",30/06/2024,12468
Zimbabwe,ZWE,Others,,Asylum-Seekers,"UNHCR, Government",30/09/2024,12617
Zimbabwe,ZWE,Others,,Asylum-Seekers,"UNHCR, Government",31/10/2024,12582
Zimbabwe,ZWE,Others,,Asylum-Seekers,"UNHCR, Government",30/11/2024,12554
Zimbabwe,ZWE,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",31/05/2024,662
Zimbabwe,ZWE,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",30/06/2024,660
Zimbabwe,ZWE,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",30/09/2024,648
Zimbabwe,ZWE,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",31/10/2024,638
Zimbabwe,ZWE,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",30/11/2024,631
