Country,ISO3,Country of Origin,ISO3 of Origin,Population type,Source,Date,Individuals
Kenya,KEN,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",28/02/2021,0
Kenya,KEN,Eritrea,ERI,Refugees,"UNHCR, Government",28/02/2021,0
Kenya,KEN,Ethiopia,ETH,Refugees,"UNHCR, Government",30/06/2024,39565
Kenya,KEN,Ethiopia,ETH,Asylum-Seekers,"UNHCR, Government",30/06/2024,39565
Kenya,KEN,Ethiopia,ETH,Refugees,"UNHCR, Government",31/07/2024,39958
Kenya,KEN,Ethiopia,ETH,Asylum-Seekers,"UNHCR, Government",31/08/2024,40450
Kenya,KEN,Ethiopia,ETH,Asylum-Seekers,"UNHCR, Government",30/09/2024,34334
Kenya,KEN,Ethiopia,ETH,Refugees,"UNHCR, Government",31/10/2024,41321
Kenya,KEN,Ethiopia,ETH,Asylum-Seekers,"UNHCR, Government",30/11/2024,41872
Kenya,KEN,Others,,Asylum-Seekers,"UNHCR, Government",30/06/2024,7994
Kenya,KEN,Others,,Refugees,"UNHCR, Government",30/06/2024,7994
Kenya,KEN,Others,,Refugees,"UNHCR, Government",31/07/2024,8133
Kenya,KEN,Others,,Asylum-Seekers,"UNHCR, Government",31/07/2024,8133
Kenya,KEN,Others,,Asylum-Seekers,"UNHCR, Government",31/08/2024,8210
Kenya,KEN,Others,,Asylum-Seekers,"UNHCR, Government",30/09/2024,8326
Kenya,KEN,Others,,Refugees,"UNHCR, Government",31/10/2024,8359
Kenya,KEN,Others,,Asylum-Seekers,"UNHCR, Government",31/10/2024,8359
Kenya,KEN,Others,,Refugees,"UNHCR, Government",30/11/2024,8543
Kenya,KEN,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",28/02/2021,0
Kenya,KEN,Rwanda,RWA,Refugees,"UNHCR, Government",28/02/2021,0
Kenya,KEN,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",30/06/2024,435183
Kenya,KEN,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",31/07/2024,437609
Kenya,KEN,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",31/08/2024,448750
Kenya,KEN,Somalia,SOM,Refugees,"UNHCR, Government",30/09/2024,197218
Kenya,KEN,Somalia,SOM,Refugees,"UNHCR, Government",31/10/2024,461028
Kenya,KEN,Somalia,SOM,Refugees,"UNHCR, Government",30/11/2024,465631
Kenya,KEN,South Sudan,SSD,Asylum-Seekers,"UNHCR, Government",30/06/2024,185813
Kenya,KEN,South Sudan,SSD,Asylum-Seekers,"UNHCR, Government",31/07/2024,187444
Kenya,KEN,South Sudan,SSD,Refugees,"UNHCR, Government",31/08/2024,188971
Kenya,KEN,South Sudan,SSD,Asylum-Seekers,"UNHCR, Government",30/09/2024,189987
Kenya,KEN,South Sudan,SSD,Refugees,"UNHCR, Government",31/10/2024,191230
Kenya,KEN,South Sudan,SSD,Refugees,"UNHCR, Government",30/11/2024,192080
Kenya,KEN,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",30/06/2024,11678
Kenya,KEN,Sudan,SDN,Refugees,"UNHCR, Government",30/06/2024,11678
Kenya,KEN,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",31/07/2024,11824
Kenya,KEN,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",31/08/2024,11913
Kenya,KEN,Sudan,SDN,Refugees,"UNHCR, Government",31/08/2024,11913
Kenya,KEN,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",30/09/2024,11985
Kenya,KEN,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",31/10/2024,12014
Kenya,KEN,Sudan,SDN,Refugees,"UNHCR, Government",31/10/2024,12014
Kenya,KEN,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",30/11/2024,12026
Kenya,KEN,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",30/06/2024,4033
Kenya,KEN,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",31/07/2024,3881
Kenya,KEN,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",31/08/2024,3928
Kenya,KEN,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",30/09/2024,3932
Kenya,KEN,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",31/10/2024,3990
Kenya,KEN,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",30/11/2024,4008
Liberia,LBR,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",31/05/2024,1517
Liberia,LBR,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",31/07/2024,1517
Liberia,LBR,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",30/09/2024,1517
Liberia,LBR,Sierra Leone,SLE,Refugees,"UNHCR, Government",30/06/2020,0
Liberia,LBR,Various,,Refugees,"UNHCR, Government",31/05/2024,313
Liberia,LBR,Various,,Refugees,"UNHCR, Government",31/07/2024,313
Liberia,LBR,Various,,Refugees,"UNHCR, Government",30/09/2024,327
Mali,MLI,Burkina Faso,BFA,Refugees,"UNHCR, Government",30/06/2024,56043
Mali,MLI,Burkina Faso,BFA,Refugees,"UNHCR, Government",31/07/2024,55364
Mali,MLI,Burkina Faso,BFA,Refugees,"UNHCR, Government",31/08/2024,71174
Mali,MLI,Burkina Faso,BFA,Refugees,"UNHCR, Government",30/09/2024,82590
Mali,MLI,Burkina Faso,BFA,Refugees,"UNHCR, Government",30/10/2024,82618
Mali,MLI,Burkina Faso,BFA,Refugees,"UNHCR, Government",30/11/2024,85940
Mali,MLI,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/06/2024,1321
Mali,MLI,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/07/2024,1098
Mali,MLI,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/08/2024,1326
Mali,MLI,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/09/2024,1336
Mali,MLI,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/10/2024,1355
Mali,MLI,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/11/2024,1376
Mali,MLI,Congo,COG,Refugees,"UNHCR, Government",30/06/2024,54
Mali,MLI,Congo,COG,Refugees,"UNHCR, Government",31/07/2024,25
Mali,MLI,Congo,COG,Refugees,"UNHCR, Government",31/08/2024,54
Mali,MLI,Congo,COG,Refugees,"UNHCR, Government",30/09/2024,54
Mali,MLI,Congo,COG,Refugees,"UNHCR, Government",30/10/2024,54
Mali,MLI,Congo,COG,Refugees,"UNHCR, Government",30/11/2024,54
Mali,MLI,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",30/06/2024,0
Mali,MLI,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",31/07/2024,0
Mali,MLI,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",31/08/2024,0
Mali,MLI,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",30/09/2024,0
Mali,MLI,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",30/10/2024,0
Mali,MLI,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",30/11/2024,0
Mali,MLI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/06/2024,288
Mali,MLI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/07/2024,164
Mali,MLI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/08/2024,294
Mali,MLI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/09/2024,294
Mali,MLI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/10/2024,296
Mali,MLI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/11/2024,296
Mali,MLI,Mauritania,MRT,Refugees,"UNHCR, Government",30/06/2024,14984
Mali,MLI,Mauritania,MRT,Refugees,"UNHCR, Government",31/07/2024,12769
Mali,MLI,Mauritania,MRT,Refugees,"UNHCR, Government",31/08/2024,14986
Mali,MLI,Mauritania,MRT,Refugees,"UNHCR, Government",30/09/2024,14988
Mali,MLI,Mauritania,MRT,Refugees,"UNHCR, Government",30/10/2024,14991
Mali,MLI,Mauritania,MRT,Refugees,"UNHCR, Government",30/11/2024,15002
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",30/06/2024,22578
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",31/07/2024,23183
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",01/08/2024,23183
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",31/08/2024,23468
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",30/09/2024,23553
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",30/10/2024,23553
Mali,MLI,Niger,NER,Refugees,"UNHCR, Government",30/11/2024,24989
Mali,MLI,Others,,Refugees,"UNHCR, Government",30/06/2024,177
Mali,MLI,Others,,Refugees,"UNHCR, Government",31/07/2024,151
Mali,MLI,Others,,Refugees,"UNHCR, Government",31/08/2024,177
Mali,MLI,Others,,Refugees,"UNHCR, Government",30/09/2024,177
Mali,MLI,Others,,Refugees,"UNHCR, Government",30/10/2024,177
Mali,MLI,Others,,Refugees,"UNHCR, Government",30/11/2024,181
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",30/06/2024,233
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",31/07/2024,229
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",31/08/2024,251
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",30/09/2024,287
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",30/10/2024,295
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",30/10/2024,294
Mali,MLI,Various,,Asylum-Seekers,"UNHCR, Government",30/11/2024,296
Mozambique,MOZ,Burundi,BDI,Refugees,"UNHCR, Government",31/05/2024,8420
Mozambique,MOZ,Burundi,BDI,Refugees,"UNHCR, Government",30/06/2024,8557
Mozambique,MOZ,Burundi,BDI,Refugees,"UNHCR, Government",30/09/2024,8565
Mozambique,MOZ,Burundi,BDI,Refugees,"UNHCR, Government",31/10/2024,8452
Mozambique,MOZ,Burundi,BDI,Refugees,"UNHCR, Government",30/11/2024,8485
Mozambique,MOZ,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",31/05/2024,396
Mozambique,MOZ,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",30/06/2024,404
Mozambique,MOZ,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",30/09/2024,428
Mozambique,MOZ,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",31/10/2024,426
Mozambique,MOZ,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",30/11/2024,425
Mozambique,MOZ,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/05/2024,9492
Mozambique,MOZ,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/06/2024,9509
Mozambique,MOZ,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/09/2024,9480
Mozambique,MOZ,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/10/2024,9269
Mozambique,MOZ,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/11/2024,9278
Mozambique,MOZ,Others,,Refugees,"UNHCR, Government",31/05/2024,163
Mozambique,MOZ,Others,,Refugees,"UNHCR, Government",30/06/2024,164
Mozambique,MOZ,Others,,Refugees,"UNHCR, Government",30/09/2024,163
Mozambique,MOZ,Others,,Refugees,"UNHCR, Government",31/10/2024,162
Mozambique,MOZ,Others,,Refugees,"UNHCR, Government",30/11/2024,163
Mozambique,MOZ,Rwanda,RWA,Refugees,"UNHCR, Government",31/05/2024,3440
Mozambique,MOZ,Rwanda,RWA,Refugees,"UNHCR, Government",30/06/2024,3502
Mozambique,MOZ,Rwanda,RWA,Refugees,"UNHCR, Government",30/09/2024,3503
Mozambique,MOZ,Rwanda,RWA,Refugees,"UNHCR, Government",31/10/2024,3501
Mozambique,MOZ,Rwanda,RWA,Refugees,"UNHCR, Government",30/11/2024,3503
Mozambique,MOZ,Somalia,SOM,Refugees,"UNHCR, Government",31/05/2024,2096
Mozambique,MOZ,Somalia,SOM,Refugees,"UNHCR, Government",30/06/2024,2162
Mozambique,MOZ,Somalia,SOM,Refugees,"UNHCR, Government",30/09/2024,2162
Mozambique,MOZ,Somalia,SOM,Refugees,"UNHCR, Government",31/10/2024,2164
Mozambique,MOZ,Somalia,SOM,Refugees,"UNHCR, Government",30/11/2024,2216
Malawi,MWI,Burundi,BDI,Refugees,"UNHCR, Government",31/05/2024,11821
Malawi,MWI,Burundi,BDI,Refugees,"UNHCR, Government",30/06/2024,11913
Malawi,MWI,Burundi,BDI,Refugees,"UNHCR, Government",30/09/2024,12204
Malawi,MWI,Burundi,BDI,Refugees,"UNHCR, Government",31/10/2024,12291
Malawi,MWI,Burundi,BDI,Refugees,"UNHCR, Government",30/11/2024,12380
Malawi,MWI,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",31/05/2024,35
Malawi,MWI,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",30/06/2024,35
Malawi,MWI,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",30/09/2024,35
Malawi,MWI,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",31/10/2024,35
Malawi,MWI,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",30/11/2024,35
Malawi,MWI,Others,,Refugees,"UNHCR, Government",31/05/2024,35448
Malawi,MWI,Others,,Refugees,"UNHCR, Government",30/06/2024,35642
Malawi,MWI,Others,,Refugees,"UNHCR, Government",30/09/2024,36611
Malawi,MWI,Others,,Refugees,"UNHCR, Government",31/10/2024,36867
Malawi,MWI,Others,,Refugees,"UNHCR, Government",30/11/2024,37090
Malawi,MWI,Rwanda,RWA,Refugees,"UNHCR, Government",31/05/2024,6836
Malawi,MWI,Rwanda,RWA,Refugees,"UNHCR, Government",30/06/2024,6883
Malawi,MWI,Rwanda,RWA,Refugees,"UNHCR, Government",30/09/2024,6975
Malawi,MWI,Rwanda,RWA,Refugees,"UNHCR, Government",31/10/2024,7015
Malawi,MWI,Rwanda,RWA,Refugees,"UNHCR, Government",30/11/2024,7040
Malawi,MWI,Various,,Refugees,"UNHCR, Government",06/03/2019,0
Niger,NER,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/04/2020,0
Niger,NER,Chad,TCD,Refugees,"UNHCR, Government",30/04/2020,0
Niger,NER,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",30/04/2020,0
Niger,NER,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/04/2020,0
Niger,NER,Mali,MLI,Refugees,"UNHCR, Government",31/05/2024,130397
Niger,NER,Mali,MLI,Refugees,"UNHCR, Government",30/06/2024,124366
Niger,NER,Mali,MLI,Refugees,"UNHCR, Government",31/07/2024,124877
Niger,NER,Mali,MLI,Refugees,"UNHCR, Government",31/08/2024,125616
Niger,NER,Mali,MLI,Refugees,"UNHCR, Government",31/10/2024,126084
Niger,NER,Mali,MLI,Refugees,"UNHCR, Government",30/11/2024,124708
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",31/05/2024,232878
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",30/06/2024,236633
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",31/07/2024,236631
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",31/07/2024,237715
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",31/08/2024,237717
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",31/08/2024,237987
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",31/10/2024,247393
Niger,NER,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",30/11/2024,252996
Niger,NER,Various,,Asylum-Seekers,"UNHCR, Government",31/05/2024,47993
Niger,NER,Various,,Asylum-Seekers,"UNHCR, Government",30/06/2024,50335
Niger,NER,Various,,Asylum-Seekers,"UNHCR, Government",31/07/2024,51314
Niger,NER,Various,,Asylum-Seekers,"UNHCR, Government",31/08/2024,51598
Niger,NER,Various,,Asylum-Seekers,"UNHCR, Government",31/10/2024,53943
Niger,NER,Various,,Asylum-Seekers,"UNHCR, Government",30/11/2024,54649
Nigeria,NGA,Cameroon,CMR,Refugees,"UNHCR, Government",31/05/2024,67547
Nigeria,NGA,Cameroon,CMR,Refugees,"UNHCR, Government",30/06/2024,69481
Nigeria,NGA,Cameroon,CMR,Refugees,"UNHCR, Government",31/07/2024,69787
Nigeria,NGA,Cameroon,CMR,Refugees,"UNHCR, Government",01/11/2024,73833
Nigeria,NGA,Cameroon,CMR,Refugees,"UNHCR, Government",01/12/2024,74368
Nigeria,NGA,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/05/2024,940
Nigeria,NGA,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/06/2024,940
Nigeria,NGA,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/07/2024,941
Nigeria,NGA,Central African Rep.,CAF,Refugees,"UNHCR, Government",01/11/2024,981
Nigeria,NGA,Central African Rep.,CAF,Refugees,"UNHCR, Government",01/12/2024,981
Nigeria,NGA,Chad,TCD,Refugees,"UNHCR, Government",31/05/2024,54
Nigeria,NGA,Chad,TCD,Refugees,"UNHCR, Government",30/06/2024,55
Nigeria,NGA,Chad,TCD,Refugees,"UNHCR, Government",31/07/2024,55
Nigeria,NGA,Chad,TCD,Refugees,"UNHCR, Government",01/11/2024,59
Nigeria,NGA,Chad,TCD,Refugees,"UNHCR, Government",01/12/2024,59
Nigeria,NGA,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",31/05/2024,54
Nigeria,NGA,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",30/06/2024,54
Nigeria,NGA,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",31/07/2024,54
Nigeria,NGA,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",01/11/2024,54
Nigeria,NGA,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",01/12/2024,55
Nigeria,NGA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/05/2024,536
Nigeria,NGA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/06/2024,538
Nigeria,NGA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/07/2024,535
Nigeria,NGA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",01/11/2024,539
Nigeria,NGA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",01/12/2024,539
Nigeria,NGA,Mali,MLI,Refugees,"UNHCR, Government",31/05/2024,81
Nigeria,NGA,Mali,MLI,Refugees,"UNHCR, Government",30/06/2024,82
Nigeria,NGA,Mali,MLI,Refugees,"UNHCR, Government",31/07/2024,82
Nigeria,NGA,Mali,MLI,Refugees,"UNHCR, Government",01/11/2024,84
Nigeria,NGA,Mali,MLI,Refugees,"UNHCR, Government",01/12/2024,84
Nigeria,NGA,Niger,NER,Refugees,"UNHCR, Government",31/05/2024,1438
Nigeria,NGA,Niger,NER,Refugees,"UNHCR, Government",30/06/2024,1438
Nigeria,NGA,Niger,NER,Refugees,"UNHCR, Government",31/07/2024,1438
Nigeria,NGA,Niger,NER,Refugees,"UNHCR, Government",01/11/2024,1438
Nigeria,NGA,Niger,NER,Refugees,"UNHCR, Government",01/12/2024,13438
Nigeria,NGA,Others,,Refugees,"UNHCR, Government",31/05/2024,17013
Nigeria,NGA,Others,,Refugees,"UNHCR, Government",30/06/2024,18016
Nigeria,NGA,Others,,Refugees,"UNHCR, Government",31/07/2024,34318
Nigeria,NGA,Others,,Refugees,"UNHCR, Government",01/11/2024,31648
Nigeria,NGA,Others,,Refugees,"UNHCR, Government",01/12/2024,31641
Nigeria,NGA,Sudan,SDN,Refugees,"UNHCR, Government",31/05/2024,41
Nigeria,NGA,Sudan,SDN,Refugees,"UNHCR, Government",30/06/2024,42
Nigeria,NGA,Sudan,SDN,Refugees,"UNHCR, Government",31/07/2024,42
Nigeria,NGA,Sudan,SDN,Refugees,"UNHCR, Government",01/11/2024,121
Nigeria,NGA,Sudan,SDN,Refugees,"UNHCR, Government",01/12/2024,121
Nigeria,NGA,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",31/05/2024,454
Nigeria,NGA,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",30/06/2024,510
Nigeria,NGA,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",31/07/2024,516
Nigeria,NGA,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",01/11/2024,592
Nigeria,NGA,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",01/12/2024,594
Nigeria,NGA,Turkey,TUR,Refugees,"UNHCR, Government",31/05/2024,409
Nigeria,NGA,Turkey,TUR,Refugees,"UNHCR, Government",30/06/2024,416
Nigeria,NGA,Turkey,TUR,Refugees,"UNHCR, Government",31/07/2024,416
Nigeria,NGA,Turkey,TUR,Refugees,"UNHCR, Government",01/11/2024,430
Nigeria,NGA,Turkey,TUR,Refugees,"UNHCR, Government",01/12/2024,430
Rwanda,RWA,Burundi,BDI,Refugees,"UNHCR, Government, MINEMA",30/06/2024,49053
Rwanda,RWA,Burundi,BDI,Asylum-Seekers,"UNHCR, Government, MINEMA",31/07/2024,49191
Rwanda,RWA,Burundi,BDI,Refugees,"UNHCR, Government, MINEMA",31/07/2024,49191
Rwanda,RWA,Burundi,BDI,Refugees,"UNHCR, Government, MINEMA",31/10/2024,49488
Rwanda,RWA,Burundi,BDI,Refugees,"UNHCR, Government, MINEMA",30/11/2024,49569
Rwanda,RWA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government, MINEMA",30/06/2024,77969
Rwanda,RWA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government, MINEMA",30/06/2024,77969
Rwanda,RWA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government, MINEMA",31/07/2024,78308
Rwanda,RWA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government, MINEMA",31/10/2024,77725
Rwanda,RWA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government, MINEMA",31/10/2024,77725
Rwanda,RWA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government, MINEMA",30/11/2024,77886
Rwanda,RWA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government, MINEMA",30/11/2024,77886
Rwanda,RWA,Eritrea,ERI,Refugees,"UNHCR, Government, MINEMA",30/06/2024,321
Rwanda,RWA,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government, MINEMA",30/06/2024,321
Rwanda,RWA,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government, MINEMA",31/07/2024,297
Rwanda,RWA,Eritrea,ERI,Refugees,"UNHCR, Government, MINEMA",31/10/2024,309
Rwanda,RWA,Eritrea,ERI,Refugees,"UNHCR, Government, MINEMA",30/11/2024,260
Rwanda,RWA,Others,,Refugees,"UNHCR, Government, MINEMA",30/06/2024,549
Rwanda,RWA,Others,,Asylum-Seekers,"UNHCR, Government, MINEMA",30/06/2024,549
Rwanda,RWA,Others,,Asylum-Seekers,"UNHCR, Government, MINEMA",31/07/2024,551
Rwanda,RWA,Others,,Asylum-Seekers,"UNHCR, Government, MINEMA",31/10/2024,722
Rwanda,RWA,Others,,Refugees,"UNHCR, Government, MINEMA",30/11/2024,665
Sudan,SDN,Others,,Refugees,"UNHCR, COR",31/03/2024,35
Sudan,SDN,Others,,Refugees,"UNHCR, COR",30/09/2024,35
Sudan,SDN,South Sudan,SSD,Refugees,"UNHCR, COR",31/03/2024,663396
Sudan,SDN,South Sudan,SSD,Refugees,"UNHCR, COR",30/06/2024,662080
Sudan,SDN,South Sudan,SSD,Refugees,"UNHCR, COR",30/09/2024,632179
Sudan,SDN,Sudan,SDN,Refugees,"UNHCR, COR",22/05/2024,451805
Sudan,SDN,Sudan,SDN,Refugees,"UNHCR, COR",22/05/2024,439029
Sudan,SDN,Sudan,SDN,Refugees,"UNHCR, COR",31/07/2024,439052
Sudan,SDN,Sudan,SDN,Refugees,"UNHCR, COR",12/08/2024,476623
Sudan,SDN,Sudan,SDN,Refugees,"UNHCR, COR",30/09/2024,516258
Sudan,SDN,Sudan,SDN,Refugees,"UNHCR, COR",21/11/2024,522238
Senegal,SEN,Burundi,BDI,Refugees,"UNHCR, Government",31/10/2019,0
Senegal,SEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/05/2024,235
Senegal,SEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/06/2024,248
Senegal,SEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/07/2024,252
Senegal,SEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/09/2024,254
Senegal,SEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/10/2024,252
Senegal,SEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/11/2024,254
Senegal,SEN,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",31/10/2019,0
Senegal,SEN,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/10/2019,0
Senegal,SEN,Gambia,GMB,Refugees,"UNHCR, Government",30/09/2019,0
Senegal,SEN,Liberia,LBR,Refugees,"UNHCR, Government",31/10/2019,0
Senegal,SEN,Mauritania,MRT,Refugees,"UNHCR, Government",31/05/2024,11536
Senegal,SEN,Mauritania,MRT,Refugees,"UNHCR, Government",30/06/2024,11536
Senegal,SEN,Mauritania,MRT,Refugees,"UNHCR, Government",31/07/2024,11054
Senegal,SEN,Mauritania,MRT,Refugees,"UNHCR, Government",30/09/2024,11538
Senegal,SEN,Mauritania,MRT,Refugees,"UNHCR, Government",31/10/2024,11538
Senegal,SEN,Mauritania,MRT,Refugees,"UNHCR, Government",30/11/2024,11539
Senegal,SEN,Rwanda,RWA,Refugees,"UNHCR, Government",31/10/2019,0
Senegal,SEN,Turkey,TUR,Asylum-Seekers,"UNHCR, Government",30/09/2020,0
Senegal,SEN,Various,,Asylum-Seekers,"UNHCR, Government",31/05/2024,1024
Senegal,SEN,Various,,Asylum-Seekers,"UNHCR, Government",30/06/2024,1041
Senegal,SEN,Various,,Asylum-Seekers,"UNHCR, Government",31/07/2024,1091
Senegal,SEN,Various,,Asylum-Seekers,"UNHCR, Government",30/09/2024,1186
Senegal,SEN,Various,,Asylum-Seekers,"UNHCR, Government",31/10/2024,1242
Senegal,SEN,Various,,Asylum-Seekers,"UNHCR, Government",30/11/2024,1298
Sierra Leone,SLE,Côte d'Ivoire,CIV,Asylum-Seekers,"UNHCR, Government",28/02/2023,0
Sierra Leone,SLE,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",28/02/2023,0
Sierra Leone,SLE,Liberia,LBR,Refugees,"UNHCR, Government",31/08/2022,0
Somalia,SOM,Bangladesh,BGD,Refugees,UNHCR,31/08/2020,0
Somalia,SOM,Bangladesh,BGD,Refugees,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Cameroon,CMR,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Cameroon,CMR,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Congo,COG,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Congo,COG,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Dem. Rep. of the Congo,COD,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Dem. Rep. of the Congo,COD,Refugees,UNHCR,31/08/2020,0
Somalia,SOM,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/08/2020,0
